team,slot,player,position,age,club,league,market_value_m,caps,goals,injury_status,expected_role,list_status,source_url,snapshot_date,value_source
South Africa,1,Ronwen Williams,GK,34,Mamelodi Sundowns,RSA,1.3,62,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,2,Ricardo Goss,GK,32,Siwelele,RSA,0.7,4,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,3,Sipho Chaine,GK,29,Orlando Pirates,RSA,0.9,3,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,4,Aubrey Modiba,DF,30,Mamelodi Sundowns,RSA,1.7,44,3,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,5,Khuliso Mudau,DF,31,Mamelodi Sundowns,RSA,1.3,32,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,6,Nkosinathi Sibisi,DF,30,Orlando Pirates,RSA,1.1,19,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,7,Mbekezeli Mbokazi,DF,20,Chicago Fire FC,MLS,1.1,10,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,8,Ime Okon,DF,22,Hannover 96,Bundesliga,2.8,7,1,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,9,Samukele Kabini,DF,22,Molde,NOR,1.2,5,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,10,Khulumani Ndamane,DF,22,Mamelodi Sundowns,RSA,0.9,5,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,11,Thabang Matuludi,DF,27,Polokwane City,RSA,0.9,2,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,12,Kamogelo Sebelebele,DF,23,Orlando Pirates,RSA,0.9,2,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,13,Bradley Cross,DF,25,Kaizer Chiefs,RSA,0.9,0,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,14,Olwethu Makhanya,DF,22,Philadelphia Union,MLS,1.1,0,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,15,Teboho Mokoena,MF,29,Mamelodi Sundowns,RSA,2.2,51,9,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,16,Sphephelo Sithole,MF,27,Tondela,Primeira Liga,3,27,1,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,17,Thalente Mbatha,MF,26,Orlando Pirates,RSA,1.9,14,3,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,18,Jayden Adams,MF,25,Mamelodi Sundowns,RSA,1.7,4,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,19,Themba Zwane,FW,36,Mamelodi Sundowns,RSA,1.8,53,12,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,20,Lyle Foster,FW,26,Burnley,Premier League,5.1,26,10,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,21,Evidence Makgopa,FW,26,Orlando Pirates,RSA,2.4,26,6,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,22,Oswin Appollis,FW,24,Orlando Pirates,RSA,2.5,25,8,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,23,Iqraam Rayners,FW,30,Mamelodi Sundowns,RSA,1.5,13,4,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,24,Relebohile Mofokeng,FW,21,Orlando Pirates,RSA,0.9,12,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,25,Thapelo Maseko,FW,22,AEL Limassol,CYP,1.6,9,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
South Africa,26,Tshepang Moremi,FW,25,Orlando Pirates,RSA,1.6,9,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Africa,2026-05-30,team_value_allocated_proxy
Korea Republic,1,Kim Seung-gyu,GK,35,FC Tokyo,J1 League,5.3,85,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,2,Jo Hyeon-woo,GK,34,Ulsan HD,K League 1,3.7,47,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,3,Song Bum-keun,GK,28,Jeonbuk Hyundai Motors,K League 1,2.7,2,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,4,Kim Min-jae,DF,29,Bayern Munich,Bundesliga,13.7,77,4,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,5,Kim Moon-hwan,DF,30,Daejeon Hana Citizen,K League 1,4.8,34,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,6,Seol Young-woo,DF,27,Red Star Belgrade,SRB,5.3,32,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,7,Cho Yu-min,DF,29,Sharjah,UAE,4.1,18,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,8,Lee Tae-seok,DF,23,Austria Wien,AUT,3.7,14,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,9,Park Jin-seob,DF,30,Zhejiang FC,CHN,3.1,12,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,10,Kim Tae-hyeon,DF,25,Kashima Antlers,J1 League,4.9,7,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,11,Lee Han-beom,DF,23,Midtjylland,DEN,3.4,6,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,12,Jens Castrop,DF,22,Borussia Mönchengladbach,Bundesliga,8,5,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,13,Lee Ki-hyuk,DF,25,Gangwon FC,K League 1,3.5,1,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,14,Lee Jae-sung,MF,33,Mainz 05,Bundesliga,15.3,103,15,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,15,Hwang Hee-chan,MF,30,Wolverhampton Wanderers,Premier League,19,77,16,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,16,Hwang In-beom,MF,29,Feyenoord,Eredivisie,12.7,71,6,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,17,Lee Kang-in,MF,25,Paris Saint-Germain,Ligue 1,14.8,46,11,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,18,Paik Seung-ho,MF,29,Birmingham City,Premier League,12.5,25,3,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,19,Kim Jin-gyu,MF,29,Jeonbuk Hyundai Motors,K League 1,5.1,20,3,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,20,Lee Dong-gyeong,MF,28,Ulsan HD,K League 1,5,16,3,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,21,Bae Jun-ho,MF,22,Stoke City,Premier League,13.2,12,2,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,22,Eom Ji-sung,MF,24,Swansea City,WAL,4,8,2,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,23,Yang Hyun-jun,MF,24,Celtic,SCO,3.9,8,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,24,Son Heung-min,FW,33,Los Angeles FC,MLS,15.6,142,54,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,25,Cho Gue-sung,FW,28,Midtjylland,DEN,8.9,42,10,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Korea Republic,26,Oh Hyeon-gyu,FW,25,Beşiktaş,TUR,8.8,26,6,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#South_Korea,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,1,Nikola Vasilj,GK,30,FC St. Pauli,Bundesliga,4.5,25,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,2,Martin Zlomislić,GK,27,Rijeka,CRO,1.3,2,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,3,Osman Hadžikić,GK,30,Slaven Belupo,CRO,1.3,0,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,4,Sead Kolašinac,DF,32,Atalanta,Serie A,5.4,64,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,5,Dennis Hadžikadunić,DF,27,Sampdoria,Serie A,5.9,30,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,6,Amar Dedić,DF,23,Benfica,Primeira Liga,4.8,26,1,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,7,Nikola Katić,DF,29,Schalke 04,Bundesliga,4.7,15,1,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,8,Tarik Muharemović,DF,23,Sassuolo,Serie A,4.3,12,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,9,Nihad Mujakić,DF,28,Gaziantep,TUR,1.5,10,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,10,Stjepan Radeljić,DF,28,Rijeka,CRO,1.5,4,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,11,Nidal Čelik,DF,19,Lens,Ligue 1,2,0,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,12,Amir Hadžiahmetović,MF,29,Hull City,Premier League,6.4,34,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,13,Benjamin Tahirović,MF,23,Brøndby,DEN,2.9,26,2,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,14,Armin Gigović,MF,24,Young Boys,SUI,2.7,18,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,15,Dženis Burnić,MF,28,Karlsruher SC,Bundesliga,5.3,18,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,16,Ivan Bašić,MF,24,Astana,KAZ,2.7,15,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,17,Esmir Bajraktarević,MF,21,PSV Eindhoven,Eredivisie,3,14,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,18,Amar Memić,MF,25,Viktoria Plzeň,CZE,2.6,11,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,19,Ivan Šunjić,MF,29,Pafos,CYP,1.7,11,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,20,Kerim Alajbegović,MF,18,Red Bull Salzburg,AUT,1.4,8,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,21,Ermin Mahmić,MF,21,Slovan Liberec,CZE,1.4,0,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,22,Edin Džeko,FW,40,Schalke 04,Bundesliga,8.9,148,73,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,23,Ermedin Demirović,FW,28,VfB Stuttgart,Bundesliga,7.2,38,4,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,24,Samed Baždar,FW,22,Jagiellonia Białystok,POL,2.9,11,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,25,Haris Tabaković,FW,31,Borussia Mönchengladbach,Bundesliga,6,10,4,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Bosnia and Herzegovina,26,Jovo Lukić,FW,27,Universitatea Cluj,ROU,2.7,1,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Bosnia_and_Herzegovina,2026-05-30,team_value_allocated_proxy
Canada,1,Dayne St. Clair,GK,29,Inter Miami CF,MLS,3.4,19,0,unknown,squad,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,2,Alistair Johnston,DF,27,Celtic,SCO,5.5,56,1,unknown,rotation,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,3,Luc de Fougerolles,DF,20,Dender,BEL,2.1,11,0,unknown,squad,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,4,Alfie Jones,DF,28,Middlesbrough,Premier League,8.2,1,0,unknown,starter,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,5,Joel Waterman,DF,30,Chicago Fire FC,MLS,4.7,17,0,unknown,rotation,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,6,Mathieu Choinière,MF,27,Los Angeles FC,MLS,6.3,22,0,unknown,rotation,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,7,Stephen Eustáquio,MF,29,Los Angeles FC,MLS,8.6,54,4,unknown,starter,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,8,Ismaël Koné,MF,23,Sassuolo,Serie A,13.1,38,4,unknown,starter,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,9,Cyle Larin,FW,31,Southampton,Premier League,25.4,88,30,unknown,starter,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,10,Jonathan David,FW,26,Juventus,Serie A,26.4,75,39,unknown,starter,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,11,Liam Millar,MF,26,Hull City,Premier League,14,39,1,unknown,starter,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,12,Tani Oluwaseyi,FW,26,Villarreal,La Liga,13.9,22,2,unknown,starter,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,13,Derek Cornelius,DF,28,Rangers,SCO,3.4,42,1,unknown,squad,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,14,Jacob Shaffelburg,MF,26,Los Angeles FC,MLS,7.1,31,6,unknown,rotation,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,15,Moïse Bombito,DF,26,Nice,Ligue 1,7.2,19,0,unknown,rotation,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,16,Maxime Crépeau,GK,32,Orlando City SC,MLS,3.6,30,0,unknown,squad,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,17,Tajon Buchanan,MF,27,Villarreal,La Liga,16.2,58,8,unknown,starter,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,18,Owen Goodman,GK,22,Barnsley,Premier League,3.4,0,0,unknown,squad,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,19,Alphonso Davies,DF,25,Bayern Munich,Bundesliga,14.6,58,15,unknown,starter,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,20,Ali Ahmed,MF,25,Norwich City,Premier League,12.7,24,1,unknown,starter,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,21,Jonathan Osorio,MF,33,Toronto FC,MLS,7.2,89,9,unknown,rotation,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,22,Richie Laryea,DF,31,Toronto FC,MLS,6.5,73,1,unknown,rotation,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,23,Niko Sigur,DF,22,Hajduk Split,CRO,3.4,17,2,unknown,squad,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,24,Promise David,FW,24,Union Saint-Gilloise,BEL,5.3,8,3,unknown,rotation,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,25,Nathan Saliba,MF,22,Anderlecht,BEL,3.8,13,2,unknown,squad,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Canada,26,Marcelo Flores,MF,22,UANL,Liga MX,4,2,0,unknown,squad,association_final,https://news.canadasoccer.com/canada-soccer-announces-canmnt-squad-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Switzerland,1,Gregor Kobel,GK,28,Borussia Dortmund,Bundesliga,7.5,20,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,2,Miro Muheim,DF,28,Hamburger SV,Bundesliga,7.6,8,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,3,Silvan Widmer,DF,33,Mainz 05,Bundesliga,9.5,58,5,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,4,Nico Elvedi,DF,29,Borussia Mönchengladbach,Bundesliga,13.8,65,3,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,5,Manuel Akanji,DF,30,Inter Milan,Serie A,14.9,79,4,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,6,Denis Zakaria,MF,29,Monaco,Ligue 1,13.8,63,3,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,7,Breel Embolo,FW,29,Rennes,Ligue 1,23,85,23,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,8,Remo Freuler,MF,34,Bologna,Serie A,15.9,86,11,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,9,Johan Manzambi,MF,20,SC Freiburg,Bundesliga,5.8,10,3,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,10,Granit Xhaka,MF,33,Sunderland,Premier League,18.2,144,16,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,11,Dan Ndoye,FW,25,Nottingham Forest,Premier League,19.1,29,6,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,12,Yvon Mvogo,GK,32,Lorient,Ligue 1,5,12,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,13,Ricardo Rodriguez,DF,33,Real Betis,La Liga,11.7,136,9,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,14,Ardon Jashari,MF,23,Milan,Serie A,9.7,6,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
Switzerland,15,Djibril Sow,MF,29,Sevilla,La Liga,11.7,50,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Switzerland,2026-05-30,team_value_allocated_proxy
