pair_key,team_a,team_b,matches,competitive_matches,team_a_wins,draws,team_b_wins,team_a_goals,team_b_goals,recent_matches_since_2010,recent_team_a_wins,recent_draws,recent_team_b_wins,last_match_date,last_match_tournament,last_match_score,last_match_result_for_team_a,source_url
Bosnia and Herzegovina||Sweden,Bosnia and Herzegovina,Sweden,1,0,0,0,1,2,4,1,0,0,1,2010-05-29,Friendly,Sweden 4-2 Bosnia and Herzegovina,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Switzerland,Bosnia and Herzegovina,Switzerland,1,0,1,0,0,2,0,1,1,0,0,2016-03-29,Friendly,Switzerland 0-2 Bosnia and Herzegovina,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Tunisia,Bosnia and Herzegovina,Tunisia,1,0,0,0,1,1,2,0,0,0,0,1997-11-05,Friendly,Tunisia 2-1 Bosnia and Herzegovina,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Türkiye,Bosnia and Herzegovina,Türkiye,6,4,2,2,2,7,6,1,0,1,0,2018-10-11,Friendly,Türkiye 0-0 Bosnia and Herzegovina,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||USA,Bosnia and Herzegovina,USA,3,0,0,1,2,3,5,3,0,1,2,2021-12-18,Friendly,USA 1-0 Bosnia and Herzegovina,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Uruguay,Bosnia and Herzegovina,Uruguay,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Uzbekistan,Bosnia and Herzegovina,Uzbekistan,2,1,0,1,1,1,2,0,0,0,0,2009-06-01,Friendly,Uzbekistan 0-0 Bosnia and Herzegovina,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Cabo Verde,Brazil,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Canada,Brazil,Canada,4,2,2,2,0,8,4,0,0,0,0,2008-05-31,Friendly,Brazil 3-2 Canada,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Colombia,Brazil,Colombia,38,30,22,12,4,71,22,14,7,5,2,2025-03-20,FIFA World Cup qualification,Brazil 2-1 Colombia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Congo DR,Brazil,Congo DR,1,1,1,0,0,3,0,0,0,0,0,1974-06-22,FIFA World Cup,Congo DR 0-3 Brazil,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Cote d'Ivoire,Brazil,Cote d'Ivoire,1,1,1,0,0,3,1,1,1,0,0,2010-06-20,FIFA World Cup,Brazil 3-1 Cote d'Ivoire,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Croatia,Brazil,Croatia,6,3,4,2,0,11,4,4,3,1,0,2026-03-31,Friendly,Brazil 3-1 Croatia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Curacao,Brazil,Curacao,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Czechia,Brazil,Czechia,2,1,2,0,0,5,1,1,1,0,0,2019-03-26,Friendly,Czechia 1-3 Brazil,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Ecuador,Brazil,Ecuador,36,29,27,7,2,98,24,9,5,4,0,2025-06-05,FIFA World Cup qualification,Ecuador 0-0 Brazil,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Egypt,Brazil,Egypt,7,1,7,0,0,20,5,2,2,0,0,2026-06-06,Friendly,Brazil 2-1 Egypt,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||England,Brazil,England,27,7,12,11,4,35,23,4,1,2,1,2024-03-23,Friendly,England 0-1 Brazil,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||France,Brazil,France,17,6,7,4,6,28,22,4,2,0,2,2026-03-26,Friendly,Brazil 1-2 France,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Germany,Brazil,Germany,23,6,13,5,5,41,31,3,1,0,2,2018-03-27,Friendly,Germany 0-1 Brazil,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Ghana,Brazil,Ghana,5,1,5,0,0,16,2,2,2,0,0,2022-09-23,Friendly,Brazil 3-0 Ghana,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Haiti,Brazil,Haiti,3,1,3,0,0,17,1,1,1,0,0,2016-06-08,Copa América,Brazil 7-1 Haiti,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||IR Iran,Brazil,IR Iran,1,0,1,0,0,3,0,1,1,0,0,2010-10-07,Friendly,IR Iran 0-3 Brazil,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Iraq,Brazil,Iraq,1,0,1,0,0,6,0,1,1,0,0,2012-10-11,Friendly,Brazil 6-0 Iraq,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Japan,Brazil,Japan,14,5,11,2,1,37,8,6,5,0,1,2025-10-14,Kirin Cup,Japan 3-2 Brazil,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Jordan,Brazil,Jordan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Korea Republic,Brazil,Korea Republic,9,1,8,0,1,25,6,5,5,0,0,2025-10-10,Friendly,Korea Republic 0-5 Brazil,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Mexico,Brazil,Mexico,42,22,25,7,10,78,38,7,5,1,1,2024-06-08,Friendly,Mexico 2-3 Brazil,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Morocco,Brazil,Morocco,3,1,2,0,1,6,2,1,0,0,1,2023-03-25,Friendly,Morocco 2-1 Brazil,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Netherlands,Brazil,Netherlands,12,5,3,5,4,15,18,3,0,1,2,2014-07-12,FIFA World Cup,Brazil 0-3 Netherlands,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||New Zealand,Brazil,New Zealand,3,2,3,0,0,10,0,0,0,0,0,2006-06-04,Friendly,Brazil 4-0 New Zealand,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Norway,Brazil,Norway,4,1,0,2,2,5,8,0,0,0,0,2006-08-16,Friendly,Norway 1-1 Brazil,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Panama,Brazil,Panama,5,1,4,1,0,21,3,3,2,1,0,2026-05-31,Friendly,Brazil 6-2 Panama,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Paraguay,Brazil,Paraguay,84,69,50,22,12,183,68,11,5,5,1,2025-06-10,FIFA World Cup qualification,Brazil 1-0 Paraguay,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Portugal,Brazil,Portugal,21,3,14,3,4,41,17,2,1,1,0,2013-09-10,Friendly,Brazil 3-1 Portugal,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Qatar,Brazil,Qatar,1,0,1,0,0,2,0,1,1,0,0,2019-06-05,Friendly,Brazil 2-0 Qatar,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Saudi Arabia,Brazil,Saudi Arabia,5,2,5,0,0,18,3,1,1,0,0,2018-10-12,Friendly,Saudi Arabia 0-2 Brazil,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Scotland,Brazil,Scotland,10,6,8,2,0,16,3,1,1,0,0,2011-03-27,Friendly,Brazil 2-0 Scotland,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Senegal,Brazil,Senegal,3,0,1,1,1,5,5,3,1,1,1,2025-11-15,Friendly,Brazil 2-0 Senegal,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||South Africa,Brazil,South Africa,5,1,5,0,0,12,3,2,2,0,0,2014-03-05,Friendly,South Africa 0-5 Brazil,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Spain,Brazil,Spain,10,6,5,3,2,17,11,2,1,1,0,2024-03-26,Friendly,Spain 3-3 Brazil,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Sweden,Brazil,Sweden,15,7,10,3,2,35,17,1,1,0,0,2012-08-15,Friendly,Sweden 0-3 Brazil,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Switzerland,Brazil,Switzerland,10,3,4,4,2,12,9,3,1,1,1,2022-11-28,FIFA World Cup,Brazil 1-0 Switzerland,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Tunisia,Brazil,Tunisia,3,0,2,1,0,10,3,2,1,1,0,2025-11-18,Friendly,Brazil 1-1 Tunisia,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Türkiye,Brazil,Türkiye,6,3,4,2,0,10,3,1,1,0,0,2014-11-12,Friendly,Türkiye 0-4 Brazil,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||USA,Brazil,USA,20,10,18,1,1,42,13,5,4,1,0,2024-06-12,Friendly,USA 1-1 Brazil,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Uruguay,Brazil,Uruguay,79,66,37,21,21,141,100,9,5,3,1,2024-11-19,FIFA World Cup qualification,Brazil 1-1 Uruguay,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil||Uzbekistan,Brazil,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Canada,Cabo Verde,Canada,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Colombia,Cabo Verde,Colombia,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Congo DR,Cabo Verde,Congo DR,3,3,0,2,1,2,3,1,0,1,0,2015-01-22,African Cup of Nations,Cabo Verde 0-0 Congo DR,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Cote d'Ivoire,Cabo Verde,Cote d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Croatia,Cabo Verde,Croatia,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Curacao,Cabo Verde,Curacao,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Czechia,Cabo Verde,Czechia,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Ecuador,Cabo Verde,Ecuador,1,0,0,0,1,0,1,1,0,0,1,2022-06-11,Friendly,Ecuador 1-0 Cabo Verde,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Egypt,Cabo Verde,Egypt,4,4,0,3,1,4,7,4,0,3,1,2025-11-17,Al Ain International Cup,Cabo Verde 1-1 Egypt,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||England,Cabo Verde,England,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||France,Cabo Verde,France,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Germany,Cabo Verde,Germany,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Ghana,Cabo Verde,Ghana,5,4,1,0,4,2,10,3,1,0,2,2024-01-14,African Cup of Nations,Ghana 1-2 Cabo Verde,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Haiti,Cabo Verde,Haiti,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||IR Iran,Cabo Verde,IR Iran,1,1,0,1,0,0,0,1,0,1,0,2025-11-13,Al Ain International Cup,IR Iran 0-0 Cabo Verde,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Iraq,Cabo Verde,Iraq,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Japan,Cabo Verde,Japan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Jordan,Cabo Verde,Jordan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Korea Republic,Cabo Verde,Korea Republic,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Mexico,Cabo Verde,Mexico,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Morocco,Cabo Verde,Morocco,4,3,0,2,2,1,4,4,0,2,2,2023-06-12,Friendly,Morocco 0-0 Cabo Verde,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Netherlands,Cabo Verde,Netherlands,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||New Zealand,Cabo Verde,New Zealand,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Norway,Cabo Verde,Norway,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Panama,Cabo Verde,Panama,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Paraguay,Cabo Verde,Paraguay,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Portugal,Cabo Verde,Portugal,3,0,1,1,1,3,4,2,1,1,0,2015-03-31,Friendly,Portugal 0-2 Cabo Verde,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Qatar,Cabo Verde,Qatar,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Saudi Arabia,Cabo Verde,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Scotland,Cabo Verde,Scotland,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Senegal,Cabo Verde,Senegal,20,14,2,2,16,8,32,5,0,0,5,2022-01-25,African Cup of Nations,Senegal 2-0 Cabo Verde,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||South Africa,Cabo Verde,South Africa,6,6,2,2,2,6,6,4,2,2,0,2024-02-03,African Cup of Nations,Cabo Verde 0-0 South Africa,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Spain,Cabo Verde,Spain,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Sweden,Cabo Verde,Sweden,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Switzerland,Cabo Verde,Switzerland,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Tunisia,Cabo Verde,Tunisia,4,3,0,1,3,2,8,4,0,1,3,2024-01-10,Friendly,Tunisia 2-0 Cabo Verde,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Türkiye,Cabo Verde,Türkiye,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||USA,Cabo Verde,USA,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Uruguay,Cabo Verde,Uruguay,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cabo Verde||Uzbekistan,Cabo Verde,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Colombia,Canada,Colombia,3,1,1,1,1,2,3,1,0,1,0,2025-10-14,Friendly,Canada 0-0 Colombia,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Congo DR,Canada,Congo DR,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Cote d'Ivoire,Canada,Cote d'Ivoire,1,1,0,1,0,0,0,1,0,1,0,2025-06-10,Canadian Shield,Canada 0-0 Cote d'Ivoire,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Croatia,Canada,Croatia,1,1,0,0,1,1,4,1,0,0,1,2022-11-27,FIFA World Cup,Croatia 4-1 Canada,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Curacao,Canada,Curacao,4,3,3,1,0,9,2,4,3,1,0,2025-06-21,Gold Cup,Curacao 1-1 Canada,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Czechia,Canada,Czechia,2,0,0,0,2,1,7,1,0,0,1,2013-11-15,Friendly,Czechia 2-0 Canada,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Ecuador,Canada,Ecuador,4,1,0,2,2,3,6,2,0,2,0,2025-11-13,Friendly,Canada 0-0 Ecuador,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Egypt,Canada,Egypt,2,0,0,0,2,0,4,0,0,0,0,2001-04-24,Friendly,Egypt 3-0 Canada,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||England,Canada,England,1,0,0,0,1,0,1,0,0,0,0,1986-05-24,Friendly,Canada 0-1 England,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||France,Canada,France,2,1,0,1,1,0,1,1,0,1,0,2024-06-09,Friendly,France 0-0 Canada,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Germany,Canada,Germany,2,0,0,0,2,1,6,0,0,0,0,2003-06-01,Friendly,Germany 4-1 Canada,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Ghana,Canada,Ghana,1,1,1,0,0,2,1,0,0,0,0,1985-06-02,Korea Cup,Canada 2-1 Ghana,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Haiti,Canada,Haiti,14,11,10,2,2,25,12,4,3,0,1,2021-07-15,Gold Cup,Haiti 1-4 Canada,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||IR Iran,Canada,IR Iran,3,0,1,0,2,1,2,0,0,0,0,2001-04-26,Friendly,Canada 1-0 IR Iran,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Iraq,Canada,Iraq,1,1,0,0,1,1,6,0,0,0,0,1985-06-09,Korea Cup,Canada 1-6 Iraq,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Japan,Canada,Japan,4,1,1,0,3,4,10,3,1,0,2,2023-10-13,Friendly,Japan 4-1 Canada,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Jordan,Canada,Jordan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Korea Republic,Canada,Korea Republic,5,2,2,1,2,4,5,1,0,0,1,2016-11-11,Friendly,Korea Republic 2-0 Canada,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Mexico,Canada,Mexico,35,31,4,9,22,22,76,9,1,2,6,2025-03-20,CONCACAF Nations League,Canada 0-2 Mexico,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Morocco,Canada,Morocco,4,1,0,1,3,4,10,2,0,0,2,2022-12-01,FIFA World Cup,Canada 1-2 Morocco,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Netherlands,Canada,Netherlands,2,0,0,0,2,0,7,1,0,0,1,2024-06-06,Friendly,Netherlands 4-0 Canada,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||New Zealand,Canada,New Zealand,7,0,5,1,1,16,5,1,1,0,0,2018-03-24,Friendly,Canada 1-0 New Zealand,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Norway,Canada,Norway,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Panama,Canada,Panama,14,11,6,6,2,16,9,9,4,3,2,2024-10-15,Friendly,Canada 2-1 Panama,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Paraguay,Canada,Paraguay,1,0,0,1,0,0,0,0,0,0,0,1986-01-29,Friendly,Canada 0-0 Paraguay,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Portugal,Canada,Portugal,2,0,0,1,1,2,5,0,0,0,0,2005-03-26,Friendly,Portugal 4-1 Canada,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Qatar,Canada,Qatar,1,0,1,0,0,2,0,1,1,0,0,2022-09-23,Friendly,Canada 2-0 Qatar,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Saudi Arabia,Canada,Saudi Arabia,1,0,0,0,1,0,2,0,0,0,0,1999-07-09,Friendly,Canada 0-2 Saudi Arabia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Scotland,Canada,Scotland,7,0,0,1,6,3,17,1,0,1,0,2017-03-22,Friendly,Scotland 1-1 Canada,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Senegal,Canada,Senegal,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||South Africa,Canada,South Africa,1,0,0,0,1,0,2,0,0,0,0,2007-11-20,Friendly,South Africa 2-0 Canada,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Spain,Canada,Spain,2,0,0,0,2,1,4,0,0,0,0,2005-09-03,Friendly,Spain 2-1 Canada,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Sweden,Canada,Sweden,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Switzerland,Canada,Switzerland,1,0,1,0,0,3,1,0,0,0,0,2002-05-15,Friendly,Switzerland 1-3 Canada,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Tunisia,Canada,Tunisia,2,0,0,1,1,0,2,1,0,1,0,2026-03-31,Friendly,Canada 0-0 Tunisia,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Türkiye,Canada,Türkiye,2,0,0,0,2,1,6,0,0,0,0,1995-06-07,Friendly,Canada 0-3 Türkiye,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||USA,Canada,USA,42,27,13,11,18,50,69,12,4,4,4,2025-03-23,CONCACAF Nations League,USA 1-2 Canada,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Uruguay,Canada,Uruguay,3,2,0,1,2,3,7,2,0,1,1,2024-07-13,Copa América,Canada 2-2 Uruguay,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada||Uzbekistan,Canada,Uzbekistan,2,0,2,0,0,4,1,2,2,0,0,2026-06-01,Friendly,Canada 2-0 Uzbekistan,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Congo DR,Colombia,Congo DR,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Cote d'Ivoire,Colombia,Cote d'Ivoire,1,1,1,0,0,2,1,1,1,0,0,2014-06-19,FIFA World Cup,Colombia 2-1 Cote d'Ivoire,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Croatia,Colombia,Croatia,1,0,0,0,1,1,2,1,0,0,1,2026-03-26,Friendly,Colombia 1-2 Croatia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Curacao,Colombia,Curacao,1,1,1,0,0,4,2,0,0,0,0,1946-12-09,Central American and Caribbean Games,Colombia 4-2 Curacao,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Czechia,Colombia,Czechia,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Ecuador,Colombia,Ecuador,50,36,23,13,14,54,45,12,7,2,3,2024-11-19,FIFA World Cup qualification,Colombia 0-1 Ecuador,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Egypt,Colombia,Egypt,2,0,0,2,0,1,1,1,0,1,0,2018-06-01,Friendly,Colombia 0-0 Egypt,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||England,Colombia,England,6,3,0,3,3,4,11,1,0,1,0,2018-07-03,FIFA World Cup,Colombia 1-1 England,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||France,Colombia,France,5,2,1,0,4,6,10,2,1,0,1,2026-03-29,Friendly,Colombia 1-3 France,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Germany,Colombia,Germany,5,1,1,2,2,7,10,1,1,0,0,2023-06-20,Friendly,Germany 0-2 Colombia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Ghana,Colombia,Ghana,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Haiti,Colombia,Haiti,4,0,3,0,1,9,3,0,0,0,0,2009-02-11,Friendly,Colombia 2-0 Haiti,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||IR Iran,Colombia,IR Iran,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Iraq,Colombia,Iraq,1,0,1,0,0,1,0,1,1,0,0,2023-06-16,Friendly,Colombia 1-0 Iraq,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Japan,Colombia,Japan,6,5,4,1,1,9,4,4,3,0,1,2023-03-28,Friendly,Japan 1-2 Colombia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Jordan,Colombia,Jordan,2,0,2,0,0,5,0,2,2,0,0,2026-06-07,Friendly,Jordan 0-2 Colombia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Korea Republic,Colombia,Korea Republic,8,1,1,3,4,9,14,3,0,1,2,2023-03-24,Friendly,Korea Republic 2-2 Colombia,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Mexico,Colombia,Mexico,29,6,10,9,10,31,29,5,4,0,1,2025-10-11,Friendly,Mexico 0-4 Colombia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
