pair_key,team_a,team_b,matches,competitive_matches,team_a_wins,draws,team_b_wins,team_a_goals,team_b_goals,recent_matches_since_2010,recent_team_a_wins,recent_draws,recent_team_b_wins,last_match_date,last_match_tournament,last_match_score,last_match_result_for_team_a,source_url
Austria||Panama,Austria,Panama,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria||Paraguay,Austria,Paraguay,1,0,0,1,0,0,0,0,0,0,0,2007-06-02,Friendly,Austria 0-0 Paraguay,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria||Portugal,Austria,Portugal,11,7,3,6,2,19,11,1,0,1,0,2016-06-18,UEFA Euro,Portugal 0-0 Austria,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria||Qatar,Austria,Qatar,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria||Saudi Arabia,Austria,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria||Scotland,Austria,Scotland,23,9,8,8,7,37,30,3,0,2,1,2022-03-29,Friendly,Austria 2-2 Scotland,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria||Senegal,Austria,Senegal,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria||South Africa,Austria,South Africa,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria||Spain,Austria,Spain,16,7,4,3,9,22,43,0,0,0,0,2009-11-18,Friendly,Austria 1-5 Spain,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria||Sweden,Austria,Sweden,38,16,20,6,12,61,53,7,5,1,1,2023-09-12,UEFA Euro qualification,Sweden 1-3 Austria,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria||Switzerland,Austria,Switzerland,43,14,25,6,12,106,61,3,0,1,2,2024-06-08,Friendly,Switzerland 1-1 Austria,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria||Tunisia,Austria,Tunisia,5,0,3,2,0,9,5,1,1,0,0,2026-06-01,Friendly,Austria 1-0 Tunisia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria||Türkiye,Austria,Türkiye,18,11,9,1,8,25,25,6,2,1,3,2024-07-02,UEFA Euro,Austria 1-2 Türkiye,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria||USA,Austria,USA,3,1,2,0,1,3,4,1,1,0,0,2013-11-19,Friendly,Austria 1-0 USA,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria||Uruguay,Austria,Uruguay,4,1,2,1,1,6,5,2,1,1,0,2017-11-14,Friendly,Austria 2-1 Uruguay,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria||Uzbekistan,Austria,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Bosnia and Herzegovina,Belgium,Bosnia and Herzegovina,8,8,4,1,3,19,13,4,3,1,0,2017-10-07,FIFA World Cup qualification,Bosnia and Herzegovina 3-4 Belgium,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Brazil,Belgium,Brazil,5,2,2,0,3,8,11,1,1,0,0,2018-07-06,FIFA World Cup,Brazil 1-2 Belgium,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Cabo Verde,Belgium,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Canada,Belgium,Canada,3,2,3,0,0,8,2,1,1,0,0,2022-11-23,FIFA World Cup,Belgium 1-0 Canada,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Colombia,Belgium,Colombia,2,0,1,0,1,2,2,1,0,0,1,2013-11-14,Friendly,Belgium 0-2 Colombia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Congo DR,Belgium,Congo DR,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Cote d'Ivoire,Belgium,Cote d'Ivoire,2,0,0,2,0,3,3,2,0,2,0,2020-10-08,Friendly,Belgium 1-1 Cote d'Ivoire,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Croatia,Belgium,Croatia,10,7,4,3,3,8,9,6,3,2,1,2026-06-02,Friendly,Croatia 0-2 Belgium,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Curacao,Belgium,Curacao,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Czechia,Belgium,Czechia,9,4,4,2,3,10,9,3,2,1,0,2021-09-05,FIFA World Cup qualification,Belgium 3-0 Czechia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Ecuador,Belgium,Ecuador,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Egypt,Belgium,Egypt,4,0,1,0,3,4,7,2,1,0,1,2022-11-18,Friendly,Egypt 2-1 Belgium,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||England,Belgium,England,27,8,4,6,17,33,76,6,3,1,2,2024-03-26,Friendly,England 2-2 Belgium,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||France,Belgium,France,78,18,30,19,29,163,136,8,1,2,5,2024-10-14,UEFA Nations League,Belgium 1-2 France,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Germany,Belgium,Germany,26,8,5,1,20,29,60,3,1,0,2,2023-03-28,Friendly,Germany 2-3 Belgium,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Ghana,Belgium,Ghana,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Haiti,Belgium,Haiti,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||IR Iran,Belgium,IR Iran,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Iraq,Belgium,Iraq,1,1,1,0,0,2,1,0,0,0,0,1986-06-08,FIFA World Cup,Iraq 1-2 Belgium,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Japan,Belgium,Japan,6,4,2,2,2,8,11,3,2,0,1,2018-07-02,FIFA World Cup,Belgium 3-2 Japan,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Jordan,Belgium,Jordan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Korea Republic,Belgium,Korea Republic,4,3,3,1,0,6,2,1,1,0,0,2014-06-26,FIFA World Cup,Korea Republic 0-1 Belgium,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Mexico,Belgium,Mexico,8,3,2,3,3,12,10,2,0,2,0,2026-03-31,Friendly,Mexico 1-1 Belgium,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Morocco,Belgium,Morocco,4,2,2,0,2,6,6,1,0,0,1,2022-11-27,FIFA World Cup,Belgium 0-2 Morocco,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Netherlands,Belgium,Netherlands,129,20,41,31,57,221,285,5,1,2,2,2022-09-25,UEFA Nations League,Netherlands 1-0 Belgium,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||New Zealand,Belgium,New Zealand,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Norway,Belgium,Norway,9,4,6,3,0,17,8,1,1,0,0,2016-06-05,Friendly,Belgium 3-2 Norway,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Panama,Belgium,Panama,1,1,1,0,0,3,0,1,1,0,0,2018-06-18,FIFA World Cup,Belgium 3-0 Panama,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Paraguay,Belgium,Paraguay,3,2,1,1,1,3,3,0,0,0,0,1998-06-06,Friendly,Belgium 1-0 Paraguay,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Portugal,Belgium,Portugal,19,9,6,7,6,23,21,3,1,1,1,2021-06-27,UEFA Euro,Belgium 1-0 Portugal,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Qatar,Belgium,Qatar,1,0,1,0,0,2,0,0,0,0,0,2009-11-17,Friendly,Belgium 2-0 Qatar,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Saudi Arabia,Belgium,Saudi Arabia,3,1,2,0,1,6,2,1,1,0,0,2018-03-27,Friendly,Belgium 4-0 Saudi Arabia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Scotland,Belgium,Scotland,20,14,13,3,4,41,21,5,5,0,0,2019-09-09,UEFA Euro qualification,Scotland 0-4 Belgium,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Senegal,Belgium,Senegal,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||South Africa,Belgium,South Africa,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Spain,Belgium,Spain,22,12,5,6,11,22,44,1,0,0,1,2016-09-01,Friendly,Belgium 0-2 Spain,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Sweden,Belgium,Sweden,17,9,9,3,5,27,31,4,3,1,0,2023-10-16,UEFA Euro qualification,Belgium 1-1 Sweden,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Switzerland,Belgium,Switzerland,30,8,15,6,9,57,45,4,3,0,1,2020-11-11,Friendly,Belgium 2-1 Switzerland,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Tunisia,Belgium,Tunisia,5,2,3,1,1,13,5,3,3,0,0,2026-06-06,Friendly,Belgium 5-0 Tunisia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Türkiye,Belgium,Türkiye,11,7,3,5,3,18,17,2,0,1,1,2011-06-03,UEFA Euro qualification,Belgium 1-1 Türkiye,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||USA,Belgium,USA,8,3,7,0,1,22,8,4,4,0,0,2026-03-28,Friendly,USA 2-5 Belgium,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Uruguay,Belgium,Uruguay,2,1,2,0,0,5,1,0,0,0,0,1990-06-17,FIFA World Cup,Belgium 3-1 Uruguay,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium||Uzbekistan,Belgium,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Brazil,Bosnia and Herzegovina,Brazil,2,0,0,0,2,1,3,1,0,0,1,2012-02-28,Friendly,Bosnia and Herzegovina 1-2 Brazil,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Cabo Verde,Bosnia and Herzegovina,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Canada,Bosnia and Herzegovina,Canada,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Colombia,Bosnia and Herzegovina,Colombia,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Congo DR,Bosnia and Herzegovina,Congo DR,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Cote d'Ivoire,Bosnia and Herzegovina,Cote d'Ivoire,1,0,1,0,0,2,1,1,1,0,0,2014-05-30,Friendly,Bosnia and Herzegovina 2-1 Cote d'Ivoire,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Croatia,Bosnia and Herzegovina,Croatia,4,2,0,0,4,6,14,0,0,0,0,2007-08-22,Friendly,Bosnia and Herzegovina 3-5 Croatia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Curacao,Bosnia and Herzegovina,Curacao,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Czechia,Bosnia and Herzegovina,Czechia,2,2,0,0,2,1,6,0,0,0,0,1999-09-08,UEFA Euro qualification,Czechia 3-0 Bosnia and Herzegovina,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Ecuador,Bosnia and Herzegovina,Ecuador,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Egypt,Bosnia and Herzegovina,Egypt,1,0,0,0,1,0,2,1,0,0,1,2014-03-05,Friendly,Bosnia and Herzegovina 0-2 Egypt,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||England,Bosnia and Herzegovina,England,1,0,0,0,1,0,3,1,0,0,1,2024-06-03,Friendly,England 3-0 Bosnia and Herzegovina,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||France,Bosnia and Herzegovina,France,6,4,0,3,3,4,8,4,0,2,2,2021-09-01,FIFA World Cup qualification,France 1-1 Bosnia and Herzegovina,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Germany,Bosnia and Herzegovina,Germany,4,2,0,1,3,3,13,3,0,0,3,2024-11-16,UEFA Nations League,Germany 7-0 Bosnia and Herzegovina,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Ghana,Bosnia and Herzegovina,Ghana,1,0,1,0,0,2,1,1,1,0,0,2010-03-03,Friendly,Bosnia and Herzegovina 2-1 Ghana,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Haiti,Bosnia and Herzegovina,Haiti,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||IR Iran,Bosnia and Herzegovina,IR Iran,7,1,1,1,5,10,19,2,1,0,1,2020-11-12,Friendly,Bosnia and Herzegovina 0-2 IR Iran,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Iraq,Bosnia and Herzegovina,Iraq,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Japan,Bosnia and Herzegovina,Japan,3,1,1,1,1,4,6,1,1,0,0,2016-06-07,Kirin Cup,Japan 1-2 Bosnia and Herzegovina,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Jordan,Bosnia and Herzegovina,Jordan,2,0,1,1,0,2,1,0,0,0,0,2000-03-15,Friendly,Jordan 1-2 Bosnia and Herzegovina,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Korea Republic,Bosnia and Herzegovina,Korea Republic,2,0,1,0,1,3,3,1,1,0,0,2018-06-01,Friendly,Korea Republic 1-3 Bosnia and Herzegovina,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Mexico,Bosnia and Herzegovina,Mexico,4,0,1,0,3,2,5,4,1,0,3,2018-01-31,Friendly,Mexico 1-0 Bosnia and Herzegovina,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Morocco,Bosnia and Herzegovina,Morocco,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina||Netherlands,Bosnia and Herzegovina,Netherlands,4,4,0,2,2,4,9,4,0,2,2,2024-11-19,UEFA Nations League,Bosnia and Herzegovina 1-1 Netherlands,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
